,epsilon,rewards,discounted_rewards,forecast
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,0
0,0.4444444444444444,963.1404101494702,44.30523859725149,1
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,2
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
0,0.4444444444444444,963.1404101494702,44.30523859725149,3
